int	string	string	int	DTVector2	int	int	int	int	int	int	int	int	int	int	int	int	DTItemNum[]	int	int	int	int
12001	约克城墙	York City Walls	13	0.2;0.5	0	0	1401	0	0	627	0	0	0	10	5586197	10000	1:5;9001:26;5005:166	5	12000	12002	1226
12002	克利福德塔	Clifford's Tower	13	0.7;0.5	0	1201	0	0	0	0	627	0	0	10	5614128	10000	1:5;9001:26;5005:166	5	12001	12003	1226
12003	肉铺街	The Shambles	13	0.7;0.7	0	0	1402	0	0	0	629	0	0	9	5642199	10000	1:5;9001:26;5005:166	5	12002	12004	1226
12004	博物馆花园	Museum Gardens	13	0.8;0.5	0	0	0	1502	629	0	0	0	0	9	5670410	10000	1:5;9001:26;5005:166	5	12003	12005	1226
12005	约克大学	University of York	13	0.5;0.9	1101	0	0	0	628	0	0	0	0	8	5698762	10000	1:5;9001:26;5005:166	5	12004	12006	1226
12006	约克郡博物馆	Yorkshire Museum	13	0.8;0.9	0	1202	0	0	0	629	0	0	0	8	5727256	10000	1:5;9001:26;5005:166	5	12005	12007	1226
12007	约克地牢	The York Dungeon	13	0.8;0.2	0	0	1402	0	628	0	0	0	0	7	5755892	10000	1:5;9001:26;5005:166	5	12006	12008	1226
12008	格里芬	The Griffin	13	0.2;0.2	1102	0	0	0	0	0	634	0	0	17	5755892	10000	1:5;9001:26;5005:167	5	12007	12009	1227
12009	雷德卡	Redcar	13	0.2;0.5	0	0	0	1501	0	0	630	0	0	13	5784671	10000	1:5;9001:26;5005:167	5	12008	12010	1227
12010	皇家酒店	Royal Hotel	13	0.7;0.5	0	0	1401	0	0	633	0	0	0	13	5813594	10000	1:5;9001:26;5005:167	5	12009	12011	1227
12011	弗朗西斯	Francis	13	0.7;0.7	0	1202	0	0	0	634	0	0	0	10	5842662	10000	1:5;9001:26;5005:167	5	12010	12012	1227
12012	修道院	Abbey	13	0.8;0.5	1101	0	0	0	0	0	630	0	0	10	5871875	10000	1:5;9001:26;5005:167	5	12011	12013	1227
12013	汉丽埃塔别墅	Henrietta	13	0.5;0.9	0	0	1401	0	0	0	631	0	0	9	5901234	10000	1:5;9001:26;5005:167	5	12012	12014	1227
12014	多利安别墅	Dorian	13	0.8;0.9	0	1201	0	0	0	0	634	0	0	9	5930740	10000	1:5;9001:26;5005:167	5	12013	12015	1227
12015	阅兵公园	Parade Park	13	0.8;0.2	0	0	0	1501	0	0	632	0	0	8	5960394	10000	1:5;9001:26;5005:167	5	12014	12016	1227
12016	温德米尔湖	Windermere	13	0.2;0.2	0	0	0	1502	0	636	0	0	0	13	5960394	10000	1:5;9001:26;5005:168	5	12015	12017	1228
12017	格拉斯米尔	Grasmere	13	0.2;0.5	1102	0	0	0	0	0	638	0	0	10	5990196	10000	1:5;9001:26;5005:168	5	12016	12018	1228
12018	凯西克	Keswick	13	0.7;0.5	0	1201	0	0	638	0	0	0	0	10	6020147	10000	1:5;9001:26;5005:168	5	12017	12019	1228
12019	奥莱斯特峰顶	Orrest Head	13	0.7;0.7	0	0	1401	0	0	635	0	0	0	9	6050248	10000	1:5;9001:26;5005:168	5	12018	12020	1228
12020	巴特米尔湖	Buttermere	13	0.8;0.5	0	1201	0	0	635	0	0	0	0	9	6080499	10000	1:5;9001:26;5005:168	5	12019	12021	1228
12021	安布尔塞德	Ambleside	13	0.5;0.9	0	0	1402	0	0	0	638	0	0	8	6110901	10000	1:5;9001:26;5005:168	5	12020	12022	1228
12022	小山丘	Orrest Head	13	0.8;0.9	0	0	0	1502	635	0	0	0	0	8	6141456	10000	1:5;9001:26;5005:168	5	12021	12023	1228
12023	弗雷城堡	Wray Castle	13	0.8;0.2	0	1201	0	0	0	0	639	0	0	7	6172163	10000	1:5;9001:26;5005:168	5	12022	12024	1228
12024	吉百利巧克力世界	Cadbury World	13	0.2;0.2	1101	0	0	0	0	641	0	0	0	17	6172163	10000	1:5;9001:26;5005:169	5	12023	12025	1229
12025	伯明翰图书馆	Library of Birmingham	13	0.2;0.5	0	0	1402	0	0	0	642	0	0	13	6203024	10000	1:5;9001:26;5005:169	5	12024	12026	1229
12026	维多利亚广场	Victoria Square	13	0.7;0.5	0	1202	0	0	0	642	0	0	0	13	6234039	10000	1:5;9001:26;5005:169	5	12025	12027	1229
12027	圣马丁教堂	St. Martin in the Bull Ring	13	0.7;0.7	0	0	0	1501	644	0	0	0	0	10	6265209	10000	1:5;9001:26;5005:169	5	12026	12028	1229
12028	国家海洋生物中心	National SEA LIFE Aquarium	13	0.8;0.5	0	0	1401	0	0	642	0	0	0	10	6296535	10000	1:5;9001:26;5005:169	5	12027	12029	1229
12029	加斯街码头	Gas Street Basin	13	0.5;0.9	0	1202	0	0	644	0	0	0	0	9	6328018	10000	1:5;9001:26;5005:169	5	12028	12030	1229
12030	钢笔博物馆	The Pen Museum	13	0.8;0.9	0	0	0	1501	644	0	0	0	0	9	6359658	10000	1:5;9001:26;5005:169	5	12029	12031	1229
12031	珠宝角	Jewellery Quarter	13	0.8;0.2	1101	0	0	0	642	0	0	0	0	8	6391456	10000	1:5;9001:26;5005:169	5	12030	12032	1229
12032	阿尔伯特码头	Albert Dock	13	0.2;0.2	0	1201	0	0	0	0	646	0	0	13	6391456	10000	1:5;9001:26;5005:170	5	12031	12033	1230
12033	安菲尔德球场	Anfield Stadium	13	0.2;0.5	0	0	0	1501	0	0	649	0	0	10	6423413	10000	1:5;9001:26;5005:170	5	12032	12034	1230
12034	洞穴酒吧	The Cavern Club	13	0.7;0.5	0	0	0	1502	0	0	649	0	0	10	6455530	10000	1:5;9001:26;5005:170	5	12033	12035	1230
12035	码头顶	Pier Head	13	0.7;0.7	1102	0	0	0	647	0	0	0	0	9	6487808	10000	1:5;9001:26;5005:170	5	12034	12036	1230
12036	利物浦博物馆	Museum of Liverpool	13	0.8;0.5	0	0	1401	0	0	0	648	0	0	9	6520247	10000	1:5;9001:26;5005:170	5	12035	12037	1230
12037	中国城	Chinatown	13	0.5;0.9	0	0	1401	0	0	0	645	0	0	8	6552848	10000	1:5;9001:26;5005:170	5	12036	12038	1230
12038	塞夫顿公园	Sefton Park	13	0.8;0.9	0	1201	0	0	647	0	0	0	0	8	6585612	10000	1:5;9001:26;5005:170	5	12037	12039	1230
12039	沃克艺术画廊	Walker Art Gallery	13	0.8;0.2	0	0	1402	0	0	645	0	0	0	7	6618540	10000	1:5;9001:26;5005:170	5	12038	12040	1230
12040	韦斯顿公园	Weston Park	13	0.2;0.2	0	0	0	1502	0	652	0	0	0	17	6618540	11000	1:5;9001:27;5005:172	5	12039	12041	1231
12041	艺术塔	The Arts Tower	13	0.2;0.5	1101	0	0	0	0	652	0	0	0	13	6651633	11000	1:5;9001:27;5005:172	5	12040	12042	1231
12042	冬季花园	Winter Garden	13	0.7;0.5	0	1202	0	0	0	0	653	0	0	13	6684891	11000	1:5;9001:27;5005:172	5	12041	12043	1231
12043	谢菲尔德大学	Sheffield University	13	0.7;0.7	0	0	1402	0	0	0	650	0	0	10	6718315	11000	1:5;9001:27;5005:172	5	12042	12044	1231
12044	圣玛丽大教堂	Cathedral Church of St Marie	13	0.8;0.5	1101	0	0	0	653	0	0	0	0	10	6751907	11000	1:5;9001:27;5005:172	5	12043	12045	1231
12045	市政厅	Town Hall	13	0.5;0.9	0	0	0	1501	0	0	651	0	0	9	6785667	11000	1:5;9001:27;5005:172	5	12044	12046	1231
12046	哈勒姆大学	Hallam University	13	0.8;0.9	0	0	1401	0	0	0	651	0	0	9	6819595	11000	1:5;9001:27;5005:172	5	12045	12047	1231
12047	和平花园	The Peace Gardens	13	0.8;0.2	0	1202	0	0	652	0	0	0	0	8	6853693	11000	1:5;9001:27;5005:172	5	12046	12048	1231
12048	尼德尔斯	The Needles	13	0.2;0.2	1101	0	0	0	656	0	0	0	0	13	6853693	11000	1:5;9001:27;5005:173	5	12047	12049	1232
12049	怀特岛	Isle of Wight	13	0.2;0.5	0	0	0	1501	658	0	0	0	0	10	6887961	11000	1:5;9001:27;5005:173	5	12048	12050	1232
12050	奥斯本宫	Osborne House	13	0.7;0.5	0	1201	0	0	657	0	0	0	0	10	6922401	11000	1:5;9001:27;5005:173	5	12049	12051	1232
12051	卡里斯布鲁克城堡	Carisbrooke Castle	13	0.7;0.7	1101	0	0	0	655	0	0	0	0	9	6957013	11000	1:5;9001:27;5005:173	5	12050	12052	1232
12052	怀特岛动物园	Isle of Wight Zoo	13	0.8;0.5	0	0	1402	0	658	0	0	0	0	9	6991798	11000	1:5;9001:27;5005:173	5	12051	12053	1232
12053	海景野生动物乐园	Seaview Wildlife Encounter	13	0.5;0.9	1102	0	0	0	0	658	0	0	0	8	7026757	11000	1:5;9001:27;5005:173	5	12052	12054	1232
12054	桑当码头	Sandown Pier	13	0.8;0.9	0	0	0	1502	659	0	0	0	0	8	7061891	11000	1:5;9001:27;5005:173	5	12053	12055	1232
12055	尼德尔斯公园	The Needles Park	13	0.8;0.2	0	0	1401	0	0	659	0	0	0	7	7097200	11000	1:5;9001:27;5005:173	5	12054	12056	1232
12056	诺丁汉大学	The University of Nottingham	13	0.2;0.2	0	1201	0	0	0	663	0	0	0	17	7097200	11000	1:5;9001:27;5005:174	5	12055	12057	1233
12057	沃莱顿议事厅	Wollaton Hall and Park	13	0.2;0.5	1101	0	0	0	664	0	0	0	0	13	7132686	11000	1:5;9001:27;5005:174	5	12056	12058	1233
12058	司法美术馆	Galleries of Justice	13	0.7;0.5	0	0	0	1502	662	0	0	0	0	13	7168349	11000	1:5;9001:27;5005:174	5	12057	12059	1233
12059	洞穴城	City of Caves	13	0.7;0.7	1101	0	0	0	0	661	0	0	0	10	7204191	11000	1:5;9001:27;5005:174	5	12058	12060	1233
12060	高地公园	Highfields Park	13	0.8;0.5	0	1202	0	0	663	0	0	0	0	10	7240212	11000	1:5;9001:27;5005:174	5	12059	12061	1233
12061	圣玛丽教堂	St. Mary's Church	13	0.5;0.9	0	0	1402	0	661	0	0	0	0	9	7276413	11000	1:5;9001:27;5005:174	5	12060	12062	1233
12062	旧集市广场	Old Market Square	13	0.8;0.9	0	0	0	1501	0	660	0	0	0	9	7312795	11000	1:5;9001:27;5005:174	5	12061	12063	1233
12063	诺丁汉城堡	Nottingham Castle	13	0.8;0.2	0	0	0	1501	0	0	663	0	0	8	7349359	11000	1:5;9001:27;5005:174	5	12062	12064	1233
12064	纽卡斯尔大学	Newcastle University	13	0.2;0.2	0	0	1402	0	0	668	0	0	0	13	7349359	11000	1:5;9001:27;5005:175	5	12063	12065	1234
12065	千禧桥	Millenium Bridge	13	0.2;0.5	0	1202	0	0	0	0	665	0	0	10	7386106	11000	1:5;9001:27;5005:175	5	12064	12066	1234
12066	泰恩桥	The Tyne Bridge	13	0.7;0.5	1101	0	0	0	669	0	0	0	0	10	7423037	11000	1:5;9001:27;5005:175	5	12065	12067	1234
12067	中国城	Newcastle China Town	13	0.7;0.7	0	0	0	1502	0	666	0	0	0	9	7460152	11000	1:5;9001:27;5005:175	5	12066	12068	1234
12068	圣詹姆斯公园球场	St James' Park	13	0.8;0.5	0	1201	0	0	0	666	0	0	0	9	7497453	11000	1:5;9001:27;5005:175	5	12067	12069	1234
12069	海豚公园	Dolphina Park	13	0.5;0.9	1101	0	0	0	0	665	0	0	0	8	7534940	11000	1:5;9001:27;5005:175	5	12068	12070	1234
12070	趣味农场	Fun Farm	13	0.8;0.9	0	0	1401	0	0	0	665	0	0	8	7572615	11000	1:5;9001:27;5005:175	5	12069	12071	1234
12071	合装塑棚	The Packing Shed	13	0.8;0.2	0	0	0	1502	0	666	0	0	0	7	7610478	11000	1:5;9001:27;5005:175	5	12070	12072	1234
12072	泰坦尼克博物馆	Titanic Belfast	13	0.2;0.2	1102	0	0	0	0	673	0	0	0	17	7610478	11000	1:5;9001:27;5005:176	5	12071	12073	1235
12073	贝尔法斯特市政厅	Belfast City Hall	13	0.2;0.5	1101	0	0	0	670	0	0	0	0	13	7648530	11000	1:5;9001:27;5005:176	5	12072	12074	1235
12074	贝尔法斯特皇后大学	Queen's University Belfast	13	0.7;0.5	0	0	1401	0	0	0	671	0	0	13	7686773	11000	1:5;9001:27;5005:176	5	12073	12075	1235
12075	和平墙	Belfast Peace Wall	13	0.7;0.7	0	1201	0	0	0	672	0	0	0	10	7725207	11000	1:5;9001:27;5005:176	5	12074	12076	1235
12076	贝尔法斯特城堡	Belfast Castle	13	0.8;0.5	1102	0	0	0	0	0	671	0	0	10	7763833	11000	1:5;9001:27;5005:176	5	12075	12077	1235
12077	阿尔伯特纪念钟楼	Albert Memorial Clock Tower	13	0.5;0.9	0	0	0	1502	0	672	0	0	0	9	7802652	11000	1:5;9001:27;5005:176	5	12076	12078	1235
12078	阿尔斯特博物馆	Ulster Museum	13	0.8;0.9	0	1202	0	0	672	0	0	0	0	9	7841665	11000	1:5;9001:27;5005:176	5	12077	12079	1235
12079	贝尔法斯特植物园	Belfast Botanic Garden	13	0.8;0.2	0	0	0	1501	0	670	0	0	0	8	7880873	11000	1:5;9001:27;5005:176	5	12078	12080	1235
12080	加的夫城堡	Cardiff Castle	13	0.2;0.2	0	0	1402	0	679	0	0	0	0	13	7880873	11000	1:5;9001:28;5005:178	5	12079	12081	1236
12081	卡迪夫大学	Cardiff University	13	0.2;0.5	1101	0	0	0	0	0	678	0	0	10	7920277	11000	1:5;9001:28;5005:178	5	12080	12082	1236
12082	布特公园	Bute Park	13	0.7;0.5	0	0	0	1501	676	0	0	0	0	10	7959878	11000	1:5;9001:28;5005:178	5	12081	12083	1236
12083	加的夫市政厅	Cardiff City Hall	13	0.7;0.7	0	0	1401	0	675	0	0	0	0	9	7999677	11000	1:5;9001:28;5005:178	5	12082	12084	1236
12084	神秘博士体验馆	Doctor Who Experience	13	0.8;0.5	0	1202	0	0	678	0	0	0	0	9	8039675	11000	1:5;9001:28;5005:178	5	12083	12085	1236
12085	兰达夫大教堂	Llandaff Cathedral	13	0.5;0.9	1101	0	0	0	0	677	0	0	0	8	8079873	11000	1:5;9001:28;5005:178	5	12084	12086	1236
12086	威尔士国家博物馆	National Museum Cardiff	13	0.8;0.9	0	0	0	1501	0	0	677	0	0	8	8120272	11000	1:5;9001:28;5005:178	5	12085	12087	1236
12087	A47	Roath Park Gardens	13	0.8;0.2	0	1201	0	0	0	678	0	0	0	7	8160873	11000	1:5;9001:28;5005:178	5	12086	12088	1236
12088	温莎城堡	Windsor Castle	13	0.2;0.2	1102	0	0	0	0	683	0	0	0	17	8160873	11000	1:5;9001:28;5005:179	5	12087	12089	1237
12089	伊顿公学	Eton College	13	0.2;0.5	0	0	1401	0	0	682	0	0	0	13	8201677	11000	1:5;9001:28;5005:179	5	12088	12090	1237
12090	圣乔治礼拜堂	St. George's Chapel	13	0.7;0.5	1102	0	0	0	0	683	0	0	0	13	8242685	11000	1:5;9001:28;5005:179	5	12089	12091	1237
12091	温莎乐高乐园	Legoland Windsor Resort	13	0.7;0.7	0	0	0	1501	0	684	0	0	0	10	8283898	11000	1:5;9001:28;5005:179	5	12090	12092	1237
12092	玛丽皇后玩偶屋	Queen Mary's Dolls' House	13	0.8;0.5	0	0	1401	0	0	683	0	0	0	10	8325317	11000	1:5;9001:28;5005:179	5	12091	12093	1237
12093	浮若阁摩尔宫	Frogmore House	13	0.5;0.9	0	1201	0	0	684	0	0	0	0	9	8366944	11000	1:5;9001:28;5005:179	5	12092	12094	1237
12094	乐高主题乐园	legoland Windsor	13	0.8;0.9	1101	0	0	0	680	0	0	0	0	9	8408779	11000	1:5;9001:28;5005:179	5	12093	12095	1237
12095	亚历山德拉花园	Alexandra Gardens	13	0.8;0.2	0	0	0	1502	0	682	0	0	0	8	8450823	11000	1:5;9001:28;5005:179	5	12094	12096	1237
12096	布莱顿海滩	Brighton Beach	13	0.2;0.2	0	1202	0	0	686	0	0	0	0	13	8450823	11000	1:5;9001:28;5005:180	5	12095	12097	1238
12097	布莱顿码头	Brighton Pier	13	0.2;0.5	1102	0	0	0	0	0	685	0	0	10	8493077	11000	1:5;9001:28;5005:180	5	12096	12098	1238
12098	英皇阁	Royal Pavilion	13	0.7;0.5	0	0	1402	0	0	0	688	0	0	10	8535542	11000	1:5;9001:28;5005:180	5	12097	12099	1238
12099	巷子区	The Lanes	13	0.7;0.7	1101	0	0	0	688	0	0	0	0	9	8578220	11000	1:5;9001:28;5005:180	5	12098	12100	1238
12100	海洋馆	Sea Life Brighton	13	0.8;0.5	0	0	0	1501	0	0	685	0	0	9	8621111	11000	1:5;9001:28;5005:180	5	12099	12101	1238
12101	布莱顿圆顶剧场	Brighton Dome	13	0.5;0.9	0	1201	0	0	689	0	0	0	0	8	8664217	11000	1:5;9001:28;5005:180	5	12100	12102	1238
12102	北莱恩区	North Laine	13	0.8;0.9	0	1202	0	0	0	0	685	0	0	8	8707538	11000	1:5;9001:28;5005:180	5	12101	12103	1238
12103	布莱顿皇家剧院	Theatre Royal Brighton	13	0.8;0.2	1101	0	0	0	685	0	0	0	0	7	8751076	11000	1:5;9001:28;5005:180	5	12102	12104	1238
12104	尼斯湖	Loch Ness	13	0.2;0.2	0	0	0	1501	690	0	0	0	0	17	8751076	11000	1:5;9001:28;5005:181	5	12103	12105	1239
12105	斯凯岛	Isle of Skye	13	0.2;0.5	0	1201	0	0	0	692	0	0	0	13	8794831	11000	1:5;9001:28;5005:181	5	12104	12106	1239
12106	苏格兰高地	Scottish Highlands	13	0.7;0.5	1102	0	0	0	0	0	691	0	0	13	8838805	11000	1:5;9001:28;5005:181	5	12105	12107	1239
12107	爱莲·朵娜城堡	Eilean Donan Castle	13	0.7;0.7	0	0	0	1502	0	692	0	0	0	10	8882999	11000	1:5;9001:28;5005:181	5	12106	12108	1239
12108	因弗尼斯	Inverness	13	0.8;0.5	1102	0	0	0	0	0	690	0	0	10	8927414	11000	1:5;9001:28;5005:181	5	12107	12109	1239
12109	老人峰	Old Man of the Storr	13	0.5;0.9	1101	0	0	0	0	0	691	0	0	9	8972051	11000	1:5;9001:28;5005:181	5	12108	12110	1239
12110	格伦科峡谷	Glen coe	13	0.8;0.9	0	0	1401	0	0	0	694	0	0	9	9016911	11000	1:5;9001:28;5005:181	5	12109	12111	1239
12111	格伦芬南高架桥	Glenfinnan Viaduct	13	0.8;0.2	0	1201	0	0	0	0	694	0	0	8	9061996	11000	1:5;9001:28;5005:181	5	12110	12112	1239
12112	格拉斯哥大学	University of Glasgow	13	0.2;0.2	0	0	0	1502	698	0	0	0	0	13	9061996	11000	1:5;9001:28;5005:182	5	12111	12113	1240
12113	乔治广场	George Square	13	0.2;0.5	0	0	0	1502	0	0	696	0	0	10	9107306	11000	1:5;9001:28;5005:182	5	12112	12114	1240
12114	布坎南街	Buchanan Street	13	0.7;0.5	0	1202	0	0	0	0	696	0	0	10	9152843	11000	1:5;9001:28;5005:182	5	12113	12115	1240
12115	凯尔文哥罗维公园	Kelvingrove Park	13	0.7;0.7	1101	0	0	0	695	0	0	0	0	9	9198607	11000	1:5;9001:28;5005:182	5	12114	12116	1240
12116	大墓地	The Necropolis	13	0.8;0.5	0	0	1402	0	0	0	695	0	0	9	9244600	11000	1:5;9001:28;5005:182	5	12115	12117	1240
12117	现代美术馆	Gallery of Modern Art	13	0.5;0.9	1102	0	0	0	0	0	697	0	0	8	9290823	11000	1:5;9001:28;5005:182	5	12116	12118	1240
12118	亨特博物馆	The Hunterian Museum	13	0.8;0.9	0	0	0	1501	0	697	0	0	0	8	9337277	11000	1:5;9001:28;5005:182	5	12117	12119	1240
12119	河畔博物馆	Riverside Museum	13	0.8;0.2	1102	0	0	0	696	0	0	0	0	7	9383963	11000	1:5;9001:28;5005:182	5	12118	12120	1240
12120	华威艺术中心	Warwick Arts Centre	11	0.2;0.2	0	1202	0	0	703	0	0	0	0	10	9383963	12000	1:5;9001:29;5005:184	5	12119	12121	1241
12121	圣三一教堂	Holy Trinity Church	11	0.2;0.5	0	0	0	1501	0	704	0	0	0	9	9430883	12000	1:5;9001:29;5005:184	5	12120	12122	1241
12122	战争纪念公园	War Memorial Park	11	0.5;0.3	1101	0	0	0	703	0	0	0	0	9	9478037	12000	1:5;9001:29;5005:184	5	12121	12123	1241
12123	米德兰航空博物馆	Midland Air Museum	11	0.2;0.8	0	1201	0	0	704	0	0	0	0	9	9525427	12000	1:5;9001:29;5005:184	5	12122	12124	1241
12124	赫伯特美术馆	Herbert Art Gallery	11	0.7;0.5	0	0	0	1502	0	702	0	0	0	8	9573054	12000	1:5;9001:29;5005:184	5	12123	12125	1241
12125	圣玛丽市政厅	St. Mary's Guildhall	11	0.5;0.9	1102	0	0	0	703	0	0	0	0	8	9620919	12000	1:5;9001:29;5005:184	5	12124	12126	1241
12126	休闲中心	Leisure Centre	11	0.7;0.7	1102	0	0	0	0	0	701	0	0	8	9669024	12000	1:5;9001:29;5005:184	5	12125	12127	1241
12127	飞行模拟器	Flight Simulators	11	0.8;0.5	0	0	0	1502	0	0	704	0	0	7	9717369	12000	1:5;9001:29;5005:184	5	12126	12128	1241
12128	标准剧院	Criterion Theatre	11	0.8;0.9	0	0	1401	0	0	700	0	0	0	6	9765956	12000	1:5;9001:29;5005:184	5	12127	12129	1241
12129	莎士比亚故居	Shakespeare’s Birthplace	11	0.2;0.2	0	1201	0	0	0	708	0	0	0	10	9765956	12000	1:5;9001:29;5005:185	5	12128	12130	1242
12130	哈佛大厦	Harvard House	11	0.2;0.5	0	0	0	1502	0	0	708	0	0	9	9814786	12000	1:5;9001:29;5005:185	5	12129	12131	1242
12131	莎士比亚中心	The Shakespeare Centre	11	0.5;0.3	1101	0	0	0	0	0	707	0	0	9	9863860	12000	1:5;9001:29;5005:185	5	12130	12132	1242
12132	圣三一教堂	Holy Trinity Church	11	0.2;0.8	0	1201	0	0	0	0	707	0	0	9	9913179	12000	1:5;9001:29;5005:185	5	12131	12133	1242
12133	班克罗夫特花园	Bancroft Gardens	11	0.7;0.5	0	0	1402	0	0	706	0	0	0	8	9962745	12000	1:5;9001:29;5005:185	5	12132	12134	1242
12134	美国喷泉	The American Fountain	11	0.5;0.9	0	0	1402	0	0	0	709	0	0	8	10012559	12000	1:5;9001:29;5005:185	5	12133	12135	1242
12135	冷杉花园	Firs Gardens	11	0.7;0.7	1102	0	0	0	708	0	0	0	0	8	10062622	12000	1:5;9001:29;5005:185	5	12134	12136	1242
12136	都铎世界	Tudor World	11	0.8;0.5	0	0	0	1501	705	0	0	0	0	7	10112935	12000	1:5;9001:29;5005:185	5	12135	12137	1242
12137	绿道	The Greenway	11	0.8;0.9	0	0	1401	0	706	0	0	0	0	6	10163500	12000	1:5;9001:29;5005:185	5	12136	12138	1242
12138	圣迈克尔山	St. Michael's Mount	11	0.2;0.2	0	1201	0	0	0	0	713	0	0	10	10163500	12000	1:5;9001:29;5005:186	5	12137	12139	1243
12139	梅林洞穴	Merlin's Cave	11	0.2;0.5	1102	0	0	0	0	711	0	0	0	9	10214318	12000	1:5;9001:29;5005:186	5	12138	12140	1243
12140	巫术博物馆	Museum of Witchcraft	11	0.5;0.3	0	0	0	1502	0	714	0	0	0	9	10265390	12000	1:5;9001:29;5005:186	5	12139	12141	1243
12141	天堂公园	Paradise Park	11	0.2;0.8	0	0	1401	0	0	0	710	0	0	9	10316717	12000	1:5;9001:29;5005:186	5	12140	12142	1243
12142	森南康沃尔	Sennan cornwall	11	0.7;0.5	0	1202	0	0	0	0	714	0	0	8	10368301	12000	1:5;9001:29;5005:186	5	12141	12143	1243
12143	卡比斯湾	Carbis Bay	11	0.5;0.9	0	0	1402	0	0	0	712	0	0	8	10420143	12000	1:5;9001:29;5005:186	5	12142	12144	1243
12144	特雷巴花园	Trebah Gardens	11	0.7;0.7	1102	0	0	0	0	710	0	0	0	8	10472244	12000	1:5;9001:29;5005:186	5	12143	12145	1243
12145	圣迈克尔山	St Michael's Mount	11	0.8;0.5	0	0	0	1501	0	0	710	0	0	7	10524605	12000	1:5;9001:29;5005:186	5	12144	12146	1243
12146	失落花园	The Lost Gardens	11	0.8;0.9	0	0	1402	0	0	710	0	0	0	6	10577228	12000	1:5;9001:29;5005:186	5	12145	12147	1243
12147	南安普顿大学	University of Southampton	11	0.2;0.2	0	1202	0	0	0	0	718	0	0	10	10577228	12000	1:5;9001:29;5005:187	5	12146	12148	1244
12148	女王公园	Queens Park	11	0.2;0.5	1102	0	0	0	0	0	718	0	0	9	10630114	12000	1:5;9001:29;5005:187	5	12147	12149	1244
12149	海城博物馆	SeaCity Museum	11	0.5;0.3	0	0	0	1502	0	717	0	0	0	9	10683265	12000	1:5;9001:29;5005:187	5	12148	12150	1244
12150	老公墓	The Old Cemetery	11	0.2;0.8	0	1201	0	0	719	0	0	0	0	9	10736681	12000	1:5;9001:29;5005:187	5	12149	12151	1244
12151	梅龙镇	Westgate	11	0.7;0.5	0	0	1402	0	0	0	716	0	0	8	10790364	12000	1:5;9001:29;5005:187	5	12150	12152	1244
12152	纳菲尔德剧院	Nuffield Theatre	11	0.5;0.9	1102	0	0	0	0	0	717	0	0	8	10844316	12000	1:5;9001:29;5005:187	5	12151	12153	1244
12153	圣罗德教堂	Holy Rood Church	11	0.7;0.7	0	0	0	1502	718	0	0	0	0	8	10898538	12000	1:5;9001:29;5005:187	5	12152	12154	1244
12154	河滨公园	Riverside Park	11	0.8;0.5	0	0	1401	0	0	0	715	0	0	7	10953031	12000	1:5;9001:29;5005:187	5	12153	12155	1244
12155	商人之家	Merchant's House	11	0.8;0.9	0	1201	0	0	0	0	716	0	0	6	11007796	12000	1:5;9001:29;5005:187	5	12154	12156	1244
12156	利兹大学	University of Leeds	11	0.2;0.2	1101	0	0	0	0	0	723	0	0	10	11007796	12000	1:5;9001:29;5005:188	5	12155	12157	1245
12157	城市博物馆	City Museum	11	0.2;0.5	0	0	0	1502	0	721	0	0	0	9	11062835	12000	1:5;9001:29;5005:188	5	12156	12158	1245
12158	利兹美术馆	Leeds Art Gallery	11	0.5;0.3	0	1202	0	0	0	721	0	0	0	9	11118149	12000	1:5;9001:29;5005:188	5	12157	12159	1245
12159	城市广场	City Square	11	0.2;0.8	0	0	0	1501	0	0	724	0	0	9	11173740	12000	1:5;9001:29;5005:188	5	12158	12160	1245
12160	柯克斯托尔修道院	Kirkstall Abbey	11	0.7;0.5	0	0	1402	0	0	723	0	0	0	8	11229609	12000	1:5;9001:29;5005:188	5	12159	12161	1245
12161	桑顿拱廊	Thornton's Arcade	11	0.5;0.9	0	1201	0	0	720	0	0	0	0	8	11285757	12000	1:5;9001:29;5005:188	5	12160	12162	1245
12162	市政厅	Town Hall	11	0.7;0.7	0	0	0	1501	720	0	0	0	0	8	11342186	12000	1:5;9001:29;5005:188	5	12161	12163	1245
12163	千禧广场	Millennium Square	11	0.8;0.5	0	0	1402	0	0	723	0	0	0	7	11398897	12000	1:5;9001:29;5005:188	5	12162	12164	1245
12164	伍德豪斯摩尔	Woodhouse Moor	11	0.8;0.9	0	1202	0	0	724	0	0	0	0	6	11455891	12000	1:5;9001:29;5005:188	5	12163	12165	1245
12165	本尼维斯山	Ben Nevis	11	0.2;0.2	0	0	1401	0	728	0	0	0	0	10	11455891	12000	1:5;9001:30;5005:190	5	12164	12166	1246
12166	威廉堡遗址	Fort William Ruins	11	0.2;0.5	0	0	0	1501	0	725	0	0	0	9	11513170	12000	1:5;9001:30;5005:190	5	12165	12167	1246
12167	二世党人号蒸汽火车	Jacobite Steam Train	11	0.5;0.3	0	1201	0	0	726	0	0	0	0	9	11570736	12000	1:5;9001:30;5005:190	5	12166	12168	1246
12168	西高地博物馆	West Highland Museum	11	0.2;0.8	0	0	1401	0	0	0	728	0	0	9	11628590	12000	1:5;9001:30;5005:190	5	12167	12169	1246
