int	int	int	int	string	string	string	string	string	string	int	int[]	int	float	int
104107	1041	7	210	Best partner：Sharpshooter	最佳拍档：枪手	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at sharpshooter role[/color]	与擅长[color=#4876FF]枪手[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1038	1007	7	0
104108	1041	8	240	Best partner：Sharpshooter	最佳拍档：枪手	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at sharpshooter role[/color]	与擅长[color=#4876FF]枪手[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1038	1007	8	0
104109	1041	9	270	Best partner：Sharpshooter	最佳拍档：枪手	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at sharpshooter role[/color]	与擅长[color=#4876FF]枪手[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1038	1007	9	0
104110	1041	10	300	Best partner：Sharpshooter	最佳拍档：枪手	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at sharpshooter role[/color]	与擅长[color=#4876FF]枪手[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1038	1007	10	0
104111	1041	11	330	Best partner：Sharpshooter	最佳拍档：枪手	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at sharpshooter role[/color]	与擅长[color=#4876FF]枪手[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1038	1007	11	0
104112	1041	12	360	Best partner：Sharpshooter	最佳拍档：枪手	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at sharpshooter role[/color]	与擅长[color=#4876FF]枪手[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1038	1007	12	0
104113	1041	13	390	Best partner：Sharpshooter	最佳拍档：枪手	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at sharpshooter role[/color]	与擅长[color=#4876FF]枪手[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1038	1007	13	0
104114	1041	14	420	Best partner：Sharpshooter	最佳拍档：枪手	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at sharpshooter role[/color]	与擅长[color=#4876FF]枪手[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1038	1007	14	0
104115	1041	15	450	Best partner：Sharpshooter	最佳拍档：枪手	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at sharpshooter role[/color]	与擅长[color=#4876FF]枪手[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1038	1007	15	0
104116	1041	16	480	Best partner：Sharpshooter	最佳拍档：枪手	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at sharpshooter role[/color]	与擅长[color=#4876FF]枪手[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1038	1007	16	0
104117	1041	17	510	Best partner：Sharpshooter	最佳拍档：枪手	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at sharpshooter role[/color]	与擅长[color=#4876FF]枪手[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1038	1007	17	0
104118	1041	18	540	Best partner：Sharpshooter	最佳拍档：枪手	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at sharpshooter role[/color]	与擅长[color=#4876FF]枪手[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1038	1007	18	0
104119	1041	19	570	Best partner：Sharpshooter	最佳拍档：枪手	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at sharpshooter role[/color]	与擅长[color=#4876FF]枪手[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1038	1007	19	0
104120	1041	20	600	Best partner：Sharpshooter	最佳拍档：枪手	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at sharpshooter role[/color]	与擅长[color=#4876FF]枪手[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1038	1007	20	0
104201	1042	1	30	Best partner：Fighter	最佳拍档：打斗	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at fighter role[/color]	与擅长[color=#4876FF]打斗[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1039	1007	1	0
104202	1042	2	60	Best partner：Fighter	最佳拍档：打斗	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at fighter role[/color]	与擅长[color=#4876FF]打斗[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1039	1007	2	0
104203	1042	3	90	Best partner：Fighter	最佳拍档：打斗	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at fighter role[/color]	与擅长[color=#4876FF]打斗[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1039	1007	3	0
104204	1042	4	120	Best partner：Fighter	最佳拍档：打斗	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at fighter role[/color]	与擅长[color=#4876FF]打斗[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1039	1007	4	0
104205	1042	5	150	Best partner：Fighter	最佳拍档：打斗	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at fighter role[/color]	与擅长[color=#4876FF]打斗[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1039	1007	5	0
104206	1042	6	180	Best partner：Fighter	最佳拍档：打斗	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at fighter role[/color]	与擅长[color=#4876FF]打斗[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1039	1007	6	0
104207	1042	7	210	Best partner：Fighter	最佳拍档：打斗	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at fighter role[/color]	与擅长[color=#4876FF]打斗[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1039	1007	7	0
104208	1042	8	240	Best partner：Fighter	最佳拍档：打斗	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at fighter role[/color]	与擅长[color=#4876FF]打斗[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1039	1007	8	0
104209	1042	9	270	Best partner：Fighter	最佳拍档：打斗	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at fighter role[/color]	与擅长[color=#4876FF]打斗[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1039	1007	9	0
104210	1042	10	300	Best partner：Fighter	最佳拍档：打斗	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at fighter role[/color]	与擅长[color=#4876FF]打斗[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1039	1007	10	0
104211	1042	11	330	Best partner：Fighter	最佳拍档：打斗	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at fighter role[/color]	与擅长[color=#4876FF]打斗[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1039	1007	11	0
104212	1042	12	360	Best partner：Fighter	最佳拍档：打斗	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at fighter role[/color]	与擅长[color=#4876FF]打斗[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1039	1007	12	0
104213	1042	13	390	Best partner：Fighter	最佳拍档：打斗	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at fighter role[/color]	与擅长[color=#4876FF]打斗[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1039	1007	13	0
104214	1042	14	420	Best partner：Fighter	最佳拍档：打斗	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at fighter role[/color]	与擅长[color=#4876FF]打斗[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1039	1007	14	0
104215	1042	15	450	Best partner：Fighter	最佳拍档：打斗	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at fighter role[/color]	与擅长[color=#4876FF]打斗[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1039	1007	15	0
104216	1042	16	480	Best partner：Fighter	最佳拍档：打斗	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at fighter role[/color]	与擅长[color=#4876FF]打斗[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1039	1007	16	0
104217	1042	17	510	Best partner：Fighter	最佳拍档：打斗	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at fighter role[/color]	与擅长[color=#4876FF]打斗[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1039	1007	17	0
104218	1042	18	540	Best partner：Fighter	最佳拍档：打斗	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at fighter role[/color]	与擅长[color=#4876FF]打斗[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1039	1007	18	0
104219	1042	19	570	Best partner：Fighter	最佳拍档：打斗	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at fighter role[/color]	与擅长[color=#4876FF]打斗[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1039	1007	19	0
104220	1042	20	600	Best partner：Fighter	最佳拍档：打斗	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at fighter role[/color]	与擅长[color=#4876FF]打斗[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1039	1007	20	0
104301	1043	1	30	Best partner：Eloquent	最佳拍档：口才好	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at eloquent role[/color]	与擅长[color=#4876FF]口才好[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1040	1007	1	0
104302	1043	2	60	Best partner：Eloquent	最佳拍档：口才好	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at eloquent role[/color]	与擅长[color=#4876FF]口才好[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1040	1007	2	0
104303	1043	3	90	Best partner：Eloquent	最佳拍档：口才好	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at eloquent role[/color]	与擅长[color=#4876FF]口才好[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1040	1007	3	0
104304	1043	4	120	Best partner：Eloquent	最佳拍档：口才好	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at eloquent role[/color]	与擅长[color=#4876FF]口才好[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1040	1007	4	0
104305	1043	5	150	Best partner：Eloquent	最佳拍档：口才好	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at eloquent role[/color]	与擅长[color=#4876FF]口才好[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1040	1007	5	0
104306	1043	6	180	Best partner：Eloquent	最佳拍档：口才好	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at eloquent role[/color]	与擅长[color=#4876FF]口才好[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1040	1007	6	0
104307	1043	7	210	Best partner：Eloquent	最佳拍档：口才好	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at eloquent role[/color]	与擅长[color=#4876FF]口才好[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1040	1007	7	0
